genre_id,movie_id,year
5,6138,1988
4,8895,1980
2,4111,1976
14,2841,1986
9,4926,2016
18,6133,1978
4,1602,2014
13,2321,1995
9,8636,2011
13,6108,1972
15,5782,1997
7,2687,2020
11,7072,1989
18,5305,1996
9,5495,1971
5,2729,1997
5,5479,1971
10,2075,1995
11,1234,1991
15,4647,1993
18,9710,2005
14,4149,2019
14,7162,1999
2,8935,2019
16,7194,2009
5,878,2009
13,8550,1991
14,8086,2013
4,7995,2012
4,6793,1992
9,8193,1985
18,600,1992
7,2412,1973
14,9703,2017
1,6740,1977
5,6984,2003
18,9128,2010
17,7542,2017
10,1295,1985
16,6460,1983
3,2928,1994
5,3180,1978
16,2613,2014
2,5814,1988
16,7152,1974
16,9871,1976
10,2558,2017
1,6558,1971
1,8342,2019
12,5368,1996
18,9208,1990
13,7671,2019
13,5449,1973
15,9994,2015
17,2495,2008
16,7896,2017
5,286,2017
9,1505,1989
5,7917,1973
7,8724,1992
14,1650,1997
1,9839,2001
17,1160,1973
16,5882,2013
9,3849,2002
15,1698,1982
12,8055,1987
7,864,2013
5,4674,2010
3,4755,2000
13,2994,1988
16,186,1977
13,6500,1996
5,6495,1976
9,3910,2018
7,3092,1998
9,9276,1973
16,7837,2017
7,5694,2018
14,5860,1984
17,3224,2016
18,4486,1971
4,187,2002
5,549,2005
12,9726,2003
18,9858,1993
8,2554,1973
3,4489,1999
5,2117,2009
7,5711,1994
7,3904,1991
3,996,2012
14,2769,2005
4,4925,2011
15,4111,1992
11,6572,1994
15,6832,2015
2,240,1998
17,1067,1976
18,9163,1975
18,4282,1984
6,1544,1974
1,3967,1992
12,1519,1973
1,2135,2009
17,8067,1971
15,5341,1984
5,5646,2012
5,569,1992
2,9814,1994
8,6188,2017
12,2264,1971
15,9880,1971
16,7524,1981
7,5373,1985
10,3473,1973
18,3424,1996
16,6379,2013
2,6230,1976
13,5339,2004
13,7662,1973
11,68,2019
9,9055,2006
11,9303,2000
11,8826,2016
7,6248,2006
17,9657,1982
18,4464,2015
4,9406,2017
3,1924,2008
15,199,2018
15,7705,2019
12,1965,2000
4,203,1996
2,1852,2017
6,1925,2010
16,6565,1993
9,36,1976
10,1674,1982
13,7773,1978
14,9458,2013
9,3793,1984
1,5706,2006
9,4690,2020
5,6563,2002
18,7855,2010
6,6925,1986
5,4267,2009
16,6470,1999
8,4515,1999
12,5307,2018
5,2594,1972
14,9840,1995
15,4675,2015
18,3071,1993
7,4227,2017
11,2420,2010
6,9504,1991
15,9031,1989
15,1477,1988
2,3687,2012
15,6975,2010
12,1245,1988
10,9732,1975
4,7655,1983
17,3550,1978
4,9401,1979
3,4954,2016
17,3226,2011
1,3724,2014
7,3845,1976
12,5292,1999
12,8836,2013
10,9168,1998
10,6107,1986
13,6410,1980
8,3918,1984
11,7307,1987
18,5916,1999
7,6390,2011
5,582,2012
5,1057,1983
10,6131,1975
16,6960,2009
8,7142,1975
12,5394,1980
4,3812,1998
7,2733,2012
3,5251,2015
9,3979,1990
11,4843,1972
11,3000,1980
5,1253,1993
2,9899,1998
5,9310,1994
2,1987,1994
1,9221,2014
13,9444,1997
14,291,2013
10,1476,1987
5,188,1995
2,9854,2008
10,1420,2010
1,5476,1985
15,9320,1980
9,8371,1983
2,8732,2006
5,4051,1997
17,632,1974
8,4472,2018
7,1080,1975
7,3656,1971
8,2558,1972
12,7000,2007
15,7960,2001
16,2535,1993
7,6622,2008
10,1791,1995
12,6264,2014
8,3820,2007
8,6132,2001
13,6675,2001
18,9475,2013
18,5765,2019
11,4080,2006
5,5837,2008
4,6061,2000
12,2202,2003
10,3338,1999
10,339,1993
12,3564,1988
10,8494,1972
3,9424,2004
7,1600,2015
13,5927,1974
2,4844,2006
2,4274,1975
5,4936,2010
12,4322,1982
6,2701,1980
1,6732,2007
3,2487,2014
14,8500,1974
13,6679,1982
16,7520,1994
3,2346,1987
12,3243,2001
9,3966,1988
8,4242,2011
10,1909,1995
1,9879,1983
9,7050,1998
1,7378,1987
12,4236,2006
15,6747,1999
10,9045,2015
7,971,1990
13,443,2004
3,2277,1980
16,3305,2007
1,9961,1992
11,9728,1998
12,5893,2006
13,4230,1993
11,3591,2020
6,9720,2004
14,7708,1981
11,9608,2014
8,4071,1971
4,328,2006
11,862,1986
7,8967,1987
17,6067,2004
3,4672,2010
3,8616,2004
7,1054,1971
15,8158,2016
8,2556,2014
10,8053,2008
17,7010,2002
4,9259,1992
18,7211,2009
17,5133,1979
5,6666,1975
12,1656,1972
6,8016,2000
8,1997,2010
6,113,2009
2,1805,1993
1,9244,2000
3,3365,1974
5,4360,1973
7,8026,1991
1,7885,1996
11,9158,1991
14,9299,2014
3,7907,2016
9,1794,1984
16,3589,2017
18,4771,2015
8,2273,2013
14,2764,2006
13,7310,1996
7,7982,2019
12,5718,1993
15,9784,2019
10,6042,1994
17,4965,2003
6,7400,2018
14,3407,2005
3,8534,2015
14,6650,1999
6,3798,1981
17,179,1995
11,5921,2006
18,1909,1980
12,639,2004
16,7360,1998
4,2296,1979
6,7279,1998
5,5419,2013
7,8327,1985
15,3275,2011
18,985,2019
6,2709,2008
9,8777,1978
18,6998,1975
3,5906,1971
18,5118,1977
12,6102,1991
1,3505,2018
12,2612,1993
7,4718,1993
2,5950,1985
7,4829,2006
13,3959,2008
10,7388,1971
13,7598,2019
11,8019,2016
13,1420,1979
16,4864,2014
5,861,2016
8,6024,1979
17,6725,1977
9,5496,2013
11,317,1994
10,5467,1995
7,7700,2015
10,581,2004
7,6361,2012
8,4034,1983
14,6449,2001
13,9968,2011
3,8155,2009
4,3703,2000
13,990,2008
10,4283,1974
11,1839,1976
18,86,1977
15,3526,1986
6,236,1990
16,4206,1981
2,5429,1976
18,2017,2019
8,8058,2016
7,8741,1983
9,5316,1978
16,7994,1988
13,7625,2016
18,4901,1997
13,7331,2002
16,7097,2010
6,8304,1999
15,3856,1992
3,9931,1985
12,9240,2003
1,763,1976
1,5087,2008
7,191,2014
15,9527,1985
8,5181,1989
4,7428,1998
2,7407,1990
9,7959,2015
5,1972,2012
3,9786,1990
15,3128,1994
5,6860,1980
9,3839,2004
4,8385,2002
16,8300,1978
15,1983,2011
12,4295,2005
4,8286,2011
2,3938,1981
13,3015,1981
7,7362,2001
17,2079,2001
2,1344,1993
10,5481,1974
7,8333,2009
16,9813,1977
6,5548,1981
11,746,1971
18,8300,2008
15,6670,1985
16,7472,1987
9,8661,1987
2,9453,2010
9,9322,2019
7,6833,1974
7,6567,1990
5,9360,1979
14,8754,1993
14,1689,1976
2,2338,1979
16,574,2002
6,1850,1990
4,5032,2001
14,9827,1996
3,6136,1979
2,7154,1976
2,4622,2002
8,4798,2010
16,340,2012
12,7023,1987
5,3502,2005
8,7779,1990
3,4259,1974
5,7004,1993
17,9572,2017
16,6593,1984
18,4966,1976
9,9389,2007
1,3845,2000
9,2824,2008
2,6498,1994
5,5032,2017
6,2688,1972
17,312,1981
12,6953,1972
7,7257,2019
3,2358,1989
15,591,1984
16,7425,2008
12,2810,1993
14,2775,2011
7,9221,1981
4,8618,2016
10,7408,2014
7,5905,1991
6,9036,2010
7,2130,1985
18,4375,2018
10,4079,2017
9,166,1985
8,9542,2009
8,8649,2018
17,7993,2005
11,6238,1992
17,2064,2007
9,5211,2005
10,4383,1998
17,9319,1991
9,4109,2006
3,9430,2013
2,3214,2006
1,9348,1996
3,5988,1973
18,5448,2018
10,9308,1977
4,5736,1988
1,5659,1986
18,5338,1995
3,3094,1981
11,6896,1994
17,8037,2008
10,9065,1997
5,6437,1987
13,410,2020
3,2567,1984
13,513,1988
12,22,2016
18,9339,1982
16,8824,1972
5,6282,2020
12,7047,1993
17,3994,1972
7,9680,2009
6,2973,1973
15,7807,1981
1,1533,1986
14,332,2010
7,8420,1987
16,6081,1989
11,5866,2005
15,1523,1992
5,1140,1998
18,5935,1998
12,6598,2013
9,3220,1979
1,9296,1978
9,2069,2019
10,828,1983
4,2704,2014
9,2129,1995
18,6222,1996
14,3217,2000
2,340,2018
13,8593,1998
8,2728,1991
11,5382,2010
4,6821,1981
9,3204,2009
18,2953,1998
12,7322,1993
1,7664,2020
17,5272,2008
7,4267,2016
16,2375,1972
13,1960,1970
11,5776,1989
5,8583,2019
5,8505,1979
1,9798,2019
15,3873,1974
10,9202,1995
14,5866,1998
2,421,2017
3,9838,2010
13,719,2002
18,6438,1973
3,1080,1987
3,5642,1977
18,6032,2013
18,9577,1993
16,7563,1978
2,4179,2001
18,1535,2016
13,9670,1987
11,6922,2015
3,3551,2010
1,6927,2019
17,7575,1993
3,4094,2010
7,8089,1983
8,4631,1997
15,4558,2003
4,3305,1993
12,8180,2016
5,8469,1970
17,6216,1978
1,3467,1983
8,3436,1980
11,9569,1978
14,1212,2001
16,3261,1988
13,8584,1973
3,4124,2008
15,107,1985
6,2034,2012
15,6228,2017
7,1537,2005
12,376,1990
17,6848,1994
4,2909,1978
15,4958,1995
13,5971,2000
17,6220,2007
2,7412,1977
5,5591,1980
2,8045,1999
18,5083,1973
16,596,2002
18,7771,2011
17,4635,1973
14,4152,1973
17,5016,2020
2,5395,1992
17,5508,2005
8,1492,2011
12,5289,1982
10,391,2003
18,614,2008
14,2683,2020
12,4355,1981
4,2594,1989
13,8932,2011
10,3885,1981
16,133,2004
3,1099,2000
15,2041,1988
1,630,1973
14,3690,2014
15,4240,1985
6,2586,2000
16,9589,2012
2,2351,2018
7,4612,1980
11,5171,2013
11,415,1998
8,6098,1988
1,4558,1987
16,3587,1985
9,8872,2014
6,4209,1993
12,8489,2016
7,4918,2020
13,8751,1998
7,188,1976
11,1977,1987
16,2896,1975
8,3458,2013
15,289,2014
14,3412,2001
5,3003,1971
10,1580,2019
6,5513,2001
9,384,1979
9,8864,2012
15,8254,1995
2,9694,1997
18,7546,1976
3,7240,1979
17,5311,1977
4,6416,2012
15,2401,1995
6,5196,1993
4,1248,2007
12,6919,1981
16,429,1973
9,3370,1992
9,5898,1977
5,506,2001
6,3541,2011
14,4697,1997
1,5801,1979
2,9035,1998
1,8656,1998
5,2568,1986
4,5223,1995
1,2719,1984
13,9152,2010
16,8641,1983
11,2480,2002
13,4496,1999
11,4330,2002
11,908,1974
9,2655,2006
8,1846,1979
4,4539,1971
1,691,2007
17,1613,1979
18,185,1997
13,9231,2013
11,9198,1978
7,4636,1990
8,3849,2015
2,4418,1990
17,1204,1975
5,6189,1972
3,939,1989
9,3269,1990
17,2808,1978
7,4063,1990
7,3713,2009
5,7890,2003
2,8064,2005
13,1248,1996
4,2894,2002
10,5973,2019
8,2495,1978
11,3097,1980
14,5464,2002
17,6293,1992
8,2018,2013
13,7496,2009
17,534,2017
12,3739,2009
11,7682,1991
5,2055,2018
5,2160,1971
12,155,1998
18,7303,2018
12,3538,2000
13,7637,2012
12,7703,1971
5,172,2004
3,2917,2015
12,5134,2019
7,4720,1998
5,409,1974
14,6427,1975
3,4453,1981
7,1400,2004
16,2447,1981
12,5268,2012
6,2554,1997
8,9799,2012
15,7020,2018
2,6327,2012
17,2776,1980
11,6535,1993
13,8307,2007
15,4993,1974
4,1842,2012
10,5815,1974
18,821,1972
4,2687,1976
17,3742,2013
18,611,2006
12,9801,2014
1,7364,2011
17,9394,2008
2,5017,2019
4,144,1986
14,5996,2005
17,8715,1977
14,3342,2005
15,6241,1983
17,7006,2013
15,4896,2015
14,8696,2020
11,9372,1985
13,5061,1992
9,4649,2015
4,4644,1972
3,5838,2010
5,9315,2016
4,1008,2013
11,2214,1977
2,8165,1973
16,9090,1998
18,2540,1985
10,4209,2014
17,5169,1991
13,2168,1987
10,1098,1992
8,8157,2004
16,9937,2011
1,5712,2009
18,7891,1977
10,7422,1993
3,5041,1971
9,5762,2009
18,9558,1977
7,3579,1994
11,987,1993
13,1815,2000
18,3909,1989
18,1261,1983
2,3212,2002
8,560,1995
4,787,2018
4,2981,1975
3,6821,2016
14,8837,2002
14,5791,2013
6,20,1997
12,7871,2018
6,359,1992
15,1205,1974
16,6147,1991
14,4127,1987
9,6925,1997
6,107,2006
5,1522,2003
12,7774,1976
2,881,1974
16,3986,1974
4,3530,1973
1,2196,2015
7,7071,1982
18,2223,1993
16,5226,2003
3,5974,2000
10,5390,2001
4,4388,1979
18,6324,1998
6,2770,1974
17,2260,2001
9,8565,1971
1,3473,1981
10,9244,1973
5,5461,1973
2,1844,1981
18,6143,2015
16,9562,1997
16,2058,1988
12,2535,2011
11,2147,2002
3,5711,1973
4,1470,2008
3,5208,1992
6,2011,1991
5,2311,2016
18,5197,2020
15,6375,2003
11,3528,2017
14,3720,2006
1,4377,1987
12,8155,2020
11,1133,2006
2,4530,1982
7,7072,2007
14,8156,1977
18,256,1975
13,9033,1977
16,1373,1988
5,5204,2017
6,1553,1975
10,8337,1992
18,7065,2004
14,4554,1987
4,4197,1994
4,8999,1994
5,9139,1995
8,253,2003
14,39,1990
1,8636,1977
18,4172,2001
16,210,2007
8,6670,1993
3,146,1994
3,5829,2007
16,3022,1992
8,9965,1977
1,1412,2011
5,9636,2001
11,2144,1970
9,5757,2003
5,5672,1979
16,6903,1993
6,3170,2006
3,9799,1978
16,8402,1983
3,3103,1979
16,57,2008
17,4311,2004
9,8749,2009
5,1667,1997
16,7480,2000
12,96,1994
2,7729,1972
2,4063,2002
2,9264,2008
8,3540,2011
8,2297,1993
5,2769,2016
11,4451,2014
10,9655,1991
12,6227,1984
14,3005,1999
2,1443,1991
14,1547,2004
14,360,1997
9,7775,2008
2,6690,2020
18,5769,1975
18,6841,1984
9,3611,2007
10,5351,1982
13,2893,1974
15,6626,1997
16,2408,1980
12,6482,1991
11,9883,2008
1,815,1973
11,4751,1995
18,1327,1991
8,6839,1979
4,6590,1976
7,2079,1978
10,7859,1983
18,9782,2017
9,7218,1972
7,3228,1976
4,487,1988
2,9639,1970
7,7723,2006
10,1118,1992
5,7219,1981
9,685,2002
1,2141,1991
5,7558,1972
13,4699,1987
3,1054,1984
6,3388,1995
10,2303,1973
17,3166,1997
9,2265,2019
6,3251,2015
18,8730,1984
11,8280,2005
18,4408,1986
12,2592,1986
12,782,2014
10,1526,1987
11,9156,2006
9,1081,2006
11,5048,2008
6,7982,1986
11,2889,2007
18,6516,2010
15,7242,1993
16,9040,1979
8,8256,2012
18,3413,1983
15,1670,1983
3,2023,2002
17,2830,2014
1,6826,1983
5,5180,1971
14,7772,1974
18,9046,1991
15,2078,1975
4,8698,1979
2,649,2014
14,1602,1979
10,7246,2019
6,1060,1987
5,2825,1987
15,4426,2000
9,5538,2019
10,3432,1979
6,7993,1997
7,132,1988
10,1972,2009
17,9084,1978
8,1544,2012
3,6233,2017
12,1464,1971
5,6835,2008
18,8323,2008
13,7880,2000
13,2307,1999
6,8534,2015
5,3242,1982
3,4262,1981
14,7221,1980
4,2638,1972
8,5845,2019
14,7462,1978
9,8955,1980
4,1787,2016
4,4421,2010
2,755,2004
8,2516,1981
4,4240,2003
14,3738,1999
5,9486,1978
12,7900,1981
9,9193,1981
10,5746,1978
1,9363,1988
17,8500,1996
3,3856,1992
12,6064,2014
15,547,2009
8,9599,1979
5,1300,2001
5,4958,1972
12,6945,2018
16,7779,1972
6,5027,2005
18,8975,1970
3,9356,1987
2,1740,1975
9,5759,2020
4,6541,1996
3,1325,2000
6,2873,2020
12,6299,1995
9,5360,1993
2,8693,2005
14,1951,1985
14,9887,1979
10,2058,1998
10,3774,2010
6,1988,1995
18,8376,1985
6,8206,1993
5,3075,1992
2,2799,2016
17,1460,1995
6,7421,1977
4,9267,1987
8,3704,2003
14,7820,2004
14,4829,2008
18,3879,1978
7,6251,1995
11,5574,1996
18,6451,1998
13,2471,2014
15,5778,2010
7,9160,2005
9,2461,1973
9,827,2000
12,6408,1987
18,8409,2012
1,3416,2004
12,2749,2010
12,6364,2018
7,4608,1987
9,180,2019
14,1019,2017
3,540,2010
8,6360,1975
3,7013,1986
9,826,2003
2,1272,1997
3,3312,2002
18,2659,2001
10,987,1997
16,292,2020
7,9587,1979
18,6983,1981
2,8889,2013
3,5456,1988
13,6909,1981
8,1022,2005
16,6603,1973
16,7881,2013
16,2884,2005
17,1283,2008
15,7977,1972
4,1584,1999
14,2036,1990
18,1493,1986
5,1974,1975
8,9053,2001
9,4449,2001
6,125,1991
14,6892,1991
4,5710,2019
3,1725,1996
2,8520,1979
5,21,1983
15,352,2011
15,118,1995
15,8996,1978
12,4649,2002
17,5050,2000
9,7943,2004
4,9616,2004
4,8040,1973
4,5437,2012
15,2287,1999
9,1845,1987
6,6647,1977
12,4950,1980
1,1586,1990
9,4215,2000
2,8967,1982
17,8954,1979
14,3628,1980
11,5376,1982
1,2332,1973
5,4346,2000
9,2116,1997
13,6867,1977
3,9731,2002
18,758,1987
17,1571,2004
3,5193,1980
6,6178,2004
11,9621,1972
1,9904,1978
16,3006,2012
15,9607,1991
6,3089,1998
8,5999,1994
5,8085,2006
10,7320,1988
15,4427,1986
10,4983,2004
2,8546,1977
8,9144,1987
18,6766,1980
4,1063,1991
3,1317,1973
3,7015,2010
12,3422,1985
17,9224,2014
10,4230,1996
9,6949,1997
11,1272,2014
1,3828,2000
5,5501,2019
17,8370,2015
2,6870,1980
5,9597,1979
2,7198,2014
5,4402,1974
18,7367,1995
17,3678,2002
18,4254,1974
1,2472,2004
6,5657,2019
6,8349,1983
9,3133,1997
17,7401,2016
16,1618,2004
1,5199,1986
6,2978,1982
14,6440,1997
10,6601,1971
11,1941,1986
4,5490,1991
12,1944,2001
13,7049,2002
14,3471,1972
16,8527,1989
4,8914,2003
5,2027,1987
4,2784,2017
14,8642,2018
14,9326,1974
9,1957,1985
5,9612,1979
13,2275,1982
5,8785,2008
16,7163,2014
7,4759,1993
7,6199,2014
7,4832,2019
12,3608,2017
18,206,1984
16,5200,2003
17,7491,2009
16,1686,2000
2,4787,1986
12,6217,1997
12,4651,1994
18,7608,1996
9,1529,1973
9,7330,1990
10,5273,1984
6,6374,2013
6,2180,1986
5,5476,2015
16,6281,1971
15,1462,2013
10,2374,1995
17,6710,2010
7,7573,1996
11,5258,1979
15,4931,1975
10,365,2004
4,4091,1993
13,3301,2020
1,5403,2018
18,6573,2009
6,3547,2005
18,1456,2017
18,1954,1985
6,2339,2008
13,5041,1978
17,5242,1973
7,5628,1984
2,6140,2013
7,4595,1972
17,6354,1971
1,9307,2003
10,2755,2000
12,6244,1994
18,3930,2008
14,6293,1996
12,1070,1972
3,213,2007
15,9065,2003
11,7309,2000
7,7490,1992
2,6287,2013
15,242,1991
7,4621,1987
3,7123,2016
10,8421,1995
2,2839,1973
17,9712,1991
7,4680,1984
5,4898,2019
3,8152,1988
2,7476,1985
1,3295,1981
10,2414,2004
18,8475,1977
14,2145,2006
18,6373,2013
18,5835,2003
7,9090,1996
17,1492,1990
13,5188,2002
15,1262,2001
15,8349,1987
14,7789,1971
3,3473,1982
10,1742,2011
16,422,2016
1,2734,2015
9,6812,2014
17,8855,2008
14,9515,1994
9,7520,1996
12,3099,2006
11,8994,1983
12,1627,2019
8,8975,2018
17,4627,2001
6,2000,1983
14,8919,1983
1,1302,2000
11,7924,1980
6,2334,1979
14,4003,1982
15,4663,2014
4,4453,2007
9,2576,1998
2,330,2019
7,390,1992
11,497,2010
10,729,2018
11,210,2013
17,2154,1986
8,7549,1975
1,5276,2003
6,8038,1970
12,6183,1988
18,9288,1991
13,3878,1981
15,8423,1996
1,9478,2011
12,502,2010
13,9908,2007
1,3587,2009
11,7134,2011
5,2731,1989
8,7029,2000
10,9511,1989
6,7179,2016
11,1430,2006
13,4719,2011
11,3128,1981
1,1901,2005
12,6282,2010
14,5343,1976
11,5317,1998
12,2383,1977
3,4763,2012
2,5673,2017
6,2145,1994
9,6783,2006
18,8295,1972
3,227,1975
14,2863,2014
16,9062,1992
10,2183,2014
15,8628,2014
15,7936,1979
15,1270,2006
7,4585,2014
4,4387,1998
17,6335,1985
2,4901,1995
8,7046,2016
4,8873,1989
2,137,2010
18,7011,1981
3,6149,2003
5,5745,2020
6,7832,2020
13,133,1972
10,9002,1982
7,3544,2010
4,8670,1977
17,3932,2008
14,5208,2016
13,8630,1978
11,3811,2008
17,5931,1984
2,2663,2014
18,4288,1977
12,3816,1983
18,6204,2008
8,9866,2019
3,5891,1997
18,1708,1978
4,7846,1988
8,8585,1985
16,3090,2004
1,3659,1995
2,6494,2008
4,8167,1974
18,4021,1983
10,8962,1997
10,4354,2017
11,623,2009
3,7040,1977
6,4898,1973
15,8024,2014
6,4992,1994
2,7912,2005
10,4042,2020
4,7035,1992
13,3621,1977
16,4792,2010
14,2725,2014
9,7955,2006
14,9194,2011
16,6695,1975
3,350,2019
12,164,1988
17,5576,1974
14,6770,2016
7,5668,1979
12,7754,1999
6,5269,1981
7,986,1985
13,8189,1974
14,2087,2006
2,19,1991
6,4156,2000
13,6153,1980
5,3708,1989
9,8282,2005
6,5304,2009
9,1941,2007
3,4473,1985
7,9249,2007
3,4547,1977
6,9437,2013
8,6165,2013
2,3675,1983
1,5271,2000
7,7411,1981
5,8335,2006
1,8369,1976
11,9020,2016
6,1781,1987
10,7020,1991
4,7872,2001
5,5866,1995
18,1968,1994
13,4088,1991
18,1943,2004
17,3125,2006
16,2815,1997
10,118,2009
9,2973,1977
12,3536,1992
17,7105,1986
16,7858,2000
2,2308,1981
13,5654,2008
11,8864,1992
7,417,1975
18,9471,1992
9,402,1986
8,2150,1985
15,9964,1992
12,4758,1982
18,7564,1972
2,9463,2010
3,3881,2014
9,3694,2016
14,6007,2004
6,9419,1984
16,8155,1990
1,8597,1972
4,5442,1980
16,3700,1998
3,6174,2016
4,1627,1976
4,8156,1992
13,6860,2012
14,873,1971
17,1949,1998
9,6650,1976
14,779,1993
18,6723,1986
2,3434,2019
6,3704,1980
4,2101,1988
6,8754,2013
15,4853,1987
4,5811,1994
6,3570,2003
10,1379,1996
15,8823,1999
8,2638,2004
17,1799,2016
8,6445,1995
13,5335,2011
9,4853,1981
1,8556,1992
10,3661,2015
15,4095,2020
4,930,2006
15,1065,1983
17,1538,1987
8,3525,1983
17,4272,1983
10,3162,1993
11,7229,1974
11,2976,1987
10,3215,2002
14,4837,1988
11,7617,2014
17,5993,1999
17,8701,1992
15,8808,1997
2,1793,1971
9,6368,1999
2,6358,2001
18,622,1983
10,3781,1990
10,2381,1992
10,5406,2007
9,9769,1982
5,312,2017
16,4813,2008
1,984,2012
7,7396,2012
11,4122,1982
5,3844,1990
11,19,2001
10,2641,2002
6,8463,1972
7,4609,1978
7,8387,1979
6,6931,1972
5,5409,1987
10,3189,1998
16,5534,2006
11,8625,1980
13,5669,2002
6,3226,2011
16,8335,2016
7,7135,1988
2,4334,2017
9,5072,1993
9,6853,1987
1,8237,1983
2,2759,2007
9,2554,1972
12,8706,1985
8,3856,2012
8,7428,1992
8,6748,1991
5,4541,1973
3,4989,1992
4,8921,1975
4,1053,2005
12,2573,2010
10,6184,1995
4,500,1989
7,6070,2015
7,8155,2005
7,2454,2004
12,1283,1997
17,2757,2001
16,491,1980
4,3998,1978
1,1250,1986
9,9252,1985
18,4189,1975
10,1003,2008
2,8090,1999
13,8025,2001
16,6269,1980
15,6698,1996
1,3488,2008
5,9960,1986
4,266,2010
6,3672,1979
18,5031,1977
2,5863,2004
5,8389,2004
5,310,1996
2,731,1988
5,2889,1984
16,4722,2012
8,5165,2015
4,8932,1995
14,7506,1979
11,3210,2006
12,2510,1992
4,8451,1984
5,6244,1992
11,6336,2000
13,3566,2016
3,2475,2018
6,6553,2004
3,7348,1993
9,2905,1989
18,5088,1987
15,7827,2007
14,5330,1998
9,8751,1983
2,9147,1998
13,3539,2009
2,7979,2007
14,9980,2011
1,5501,1998
13,1735,1977
14,4959,1991
14,4270,2000
5,8983,1996
15,9013,1983
13,9892,1977
6,8288,2006
16,6918,2003
9,9178,1978
9,9132,1981
4,7498,2018
6,3776,1998
5,8791,2009
15,4026,2010
5,6532,1983
9,2723,1989
6,5626,2017
5,1650,1986
7,3938,1989
5,9847,2008
14,3532,1988
16,2194,2010
17,2710,2014
10,4588,1981
5,5189,2019
2,3017,1983
10,8809,1988
9,4604,1973
17,9168,1992
2,6505,2014
6,4068,1998
12,8389,2010
11,3004,2001
12,1183,2003
17,1807,2000
13,5880,1996
12,5551,1992
13,1154,2010
14,5276,2001
18,1255,2005
8,4394,2004
9,1538,1982
15,1396,2007
2,9431,2005
17,3717,1995
15,8784,1997
12,1663,1984
17,3142,2004
11,3142,2001
11,3869,2001
11,3536,1979
18,268,2012
15,2588,2004
4,4613,2012
3,6491,2019
7,6594,2005
13,6558,1993
11,781,2007
7,9019,2012
15,2790,2017
9,471,1983
13,5311,1989
17,9630,1974
17,9494,2001
2,7584,1995
2,5325,1982
8,8115,2013
6,9686,1998
10,7310,2013
18,3275,1976
3,7607,1973
2,4289,2003
16,8498,2006
14,3516,1984
16,3439,2020
10,8599,1987
9,4463,2018
4,2590,2009
17,8329,2017
12,8197,2011
9,299,1997
2,6987,2012
13,9316,1980
1,8634,2020
15,2051,2009
3,4642,1992
2,1508,1994
16,6429,2019
5,2901,1984
17,917,1977
10,3477,1982
8,7082,1973
8,262,2004
6,3582,1998
17,3744,1986
9,6325,1992
16,5748,1988
15,9674,1998
6,5632,1990
2,8539,1972
10,6410,1984
12,9082,2005
13,3024,1973
11,9332,2001
13,5637,2001
11,6014,2019
5,9280,1990
18,7746,1976
5,126,2009
11,9967,2008
12,2699,2015
6,5481,1993
6,6057,2008
1,7475,2015
7,3304,1992
8,810,1982
1,1598,2013
3,5646,2008
15,6157,1996
6,3790,1995
15,5765,2019
15,4542,1989
11,3713,1978
9,6406,1976
4,3860,1993
14,279,1991
5,5602,1977
12,3231,1993
12,6132,2016
18,239,2003
5,8972,1986
11,7397,2019
2,602,2020
10,6760,2020
10,3820,2012
2,7080,1987
11,1038,2010
12,2913,2006
15,3313,2017
10,5263,1984
15,1301,1993
11,518,2018
17,4078,2016
12,2286,1980
3,9921,2020
6,842,2003
4,7398,1977
1,6567,1991
6,8697,1976
8,4489,1979
12,1083,2011
15,7972,2007
8,7122,2009
14,9203,1993
8,7697,1977
10,5063,1994
18,2846,1973
8,4618,1977
18,2146,2016
12,9043,1995
10,5874,1990
5,32,1995
17,2026,2008
5,3998,1989
3,1844,2012
18,2205,1988
2,5059,1973
8,5511,1975
2,879,2009
5,7997,1981
15,6298,2001
10,6165,2001
8,3762,1993
15,8997,1985
12,2411,1995
18,7385,1975
18,5097,2000
9,6712,2012
14,738,1979
8,4981,1972
1,7267,1984
10,4743,1995
7,3639,2016
15,6582,1971
11,2241,1982
14,9786,1983
9,1080,1989
14,9916,1997
3,4448,2008
3,8599,1976
6,2805,2005
1,6318,2014
6,7921,1981
15,153,1989
18,2773,1972
9,5486,2016
7,2856,2016
12,707,2015
4,214,1987
3,675,1985
5,9907,1980
11,1948,2007
9,2037,1981
12,3762,2001
8,1696,1981
6,6288,1986
12,1274,1996
18,3414,1973
3,9266,2006
9,3864,1991
11,1587,1995
12,8596,1982
18,3197,1994
8,6282,1987
1,8612,1990
1,6452,1980
5,1413,1986
13,9742,2020
14,5444,1990
8,5370,1979
12,2034,1996
6,4900,2002
14,2818,2016
13,2732,1985
11,3231,2001
9,7250,1998
13,2938,1989
3,3079,1974
5,8754,2000
9,2483,1978
16,8326,2012
1,2961,1985
10,4547,1972
1,7288,2002
17,1280,2019
6,5295,1971
1,3900,2000
16,3848,1977
8,985,1992
18,9395,2010
6,5053,2000
8,1103,1991
3,8265,1990
9,4143,1978
16,6512,1990
16,1243,1996
5,9896,1982
15,7228,2011
16,5980,2015
10,7560,1980
6,8645,1982
11,6954,2005
9,5686,2017
17,2747,1994
5,269,2001
4,4670,2002
11,4210,2000
4,1638,1985
11,6920,2017
13,9147,2010
6,1151,2016
7,5728,2013
18,332,2019
9,7144,2010
