movie_id,award_id,year
9408,25,2012
6342,9,1974
3790,5,1980
2670,20,1975
2087,14,1973
5190,3,2012
4557,1,1977
9779,10,2008
1054,24,1977
9147,20,1982
3910,20,2004
3385,25,1986
6080,8,1988
1657,1,1981
41,3,1992
7726,23,2017
1939,20,1995
1452,4,2010
3435,22,2010
9169,2,1989
5522,6,1975
5911,3,2007
8820,17,2004
8932,1,2012
3745,8,2009
3220,5,2013
5631,24,2001
732,3,2015
3551,22,2012
9881,15,2008
5212,18,1994
1672,10,1977
8561,14,2001
4502,12,1989
7725,25,1986
96,4,1992
8862,11,1977
9351,4,1974
2501,23,1993
7540,6,1989
7123,21,2004
3727,9,1980
7536,6,1993
9396,22,2007
6165,15,1995
9349,21,2006
7780,13,1984
9305,1,1996
5589,11,1979
9717,17,1985
7119,22,1973
5349,5,2012
3206,19,1992
3825,18,2010
1022,5,1980
529,4,1984
8105,17,1999
2537,1,1979
8658,1,1992
941,1,1988
9750,23,1993
1825,5,2009
7619,17,1973
6612,22,1997
1640,5,1992
760,9,1986
8911,8,1986
1553,13,1981
7050,11,1974
450,23,2016
7407,14,1994
3127,3,2003
6188,16,1994
8788,9,1985
9961,9,2011
5524,13,1976
6704,19,1983
2470,7,2000
6140,22,1984
7629,10,1992
6848,17,2019
4974,4,2004
6335,23,1994
6031,10,1980
6574,15,1971
2442,10,1974
3874,8,2010
3148,16,2016
9052,6,2008
2124,24,2001
6858,24,2009
288,23,1977
8968,24,1974
9271,15,2012
3250,10,1992
2721,20,2012
8529,18,1973
3549,25,1980
3058,9,2018
9217,7,2007
9832,12,1976
2151,16,2020
5444,25,2014
4372,17,1991
5867,23,2011
8574,25,1982
8011,10,1995
4677,4,1995
4865,7,2001
5996,12,1981
9753,21,1971
4739,13,1993
461,18,1998
6888,15,2014
1076,16,1994
6220,25,1984
7706,10,2008
9604,14,2014
8321,2,2006
7497,22,2005
2071,5,1997
7901,3,2013
6608,18,1984
4107,18,1981
6148,14,1979
9419,10,1988
3853,4,1971
609,25,2005
9570,1,2020
7372,9,1991
4581,4,1986
9292,20,1979
4846,9,1989
7194,20,1981
2685,19,2017
8750,11,2006
3990,22,2007
6288,8,2011
2749,3,1978
154,25,2020
3997,4,1994
6325,25,1985
1068,8,1987
4297,25,2019
8705,20,2016
5787,14,1984
5379,4,1997
5952,1,1989
8374,16,2004
2738,20,2014
898,16,2006
5882,5,2016
5041,11,1986
4865,23,1974
3242,8,2010
2323,10,1992
3114,21,1980
2288,12,2005
7621,24,1979
2554,17,1975
8562,5,1980
240,12,1973
884,2,1992
4356,15,1982
5537,3,1983
4625,23,2015
5836,25,2009
7700,19,2000
7328,23,1981
7662,10,2011
4391,18,2009
879,6,2012
3036,11,2011
7782,13,2007
2649,3,1992
830,2,2012
5135,5,1984
8485,18,1994
8260,9,1999
1217,18,1993
996,13,2016
1919,14,2011
832,6,1993
7772,12,2016
2748,8,1976
9845,17,1971
2622,25,1997
2576,17,2016
1718,21,2016
4611,18,2017
9584,20,1988
7809,9,2018
8962,12,2010
6831,15,2012
5,19,2014
2137,20,1975
8460,1,2017
1138,9,1999
5588,23,1974
6946,13,1979
5349,1,2006
5570,10,1995
6999,9,1980
2589,15,1988
4430,10,1985
2709,13,2002
5261,23,2010
8302,6,2013
6159,17,1975
8511,19,2002
4035,15,1990
2190,14,1991
2927,20,2001
1986,19,2011
2228,14,2002
8280,21,2001
7718,21,2003
2423,13,2014
701,10,1990
8085,21,1985
4863,20,2013
1906,6,1978
1995,13,1974
1706,14,1979
7177,16,1980
8227,14,1977
2505,25,2002
9391,20,1979
1807,17,1976
1414,13,1983
9009,15,2020
6180,14,1986
7075,9,1980
5346,1,1995
550,16,1980
3443,12,2012
9052,22,2016
6924,20,1997
6415,16,1985
2626,24,1990
5531,19,1987
7168,22,2007
7664,22,1991
9679,16,2005
3067,18,1977
5644,14,1980
6086,25,1976
3207,20,1990
4584,6,2008
3481,21,2013
6973,10,2017
310,4,1975
275,13,1980
8379,6,1987
9821,16,1992
9536,14,1990
4603,13,1972
7728,4,1975
3152,25,2017
4743,10,2015
4581,2,1982
6399,20,2003
993,6,1998
662,2,2010
2800,14,2019
2411,19,2002
6454,19,2015
312,4,1989
8012,7,2002
7898,5,1998
4637,13,1982
550,19,1994
7444,13,2011
6283,14,1978
5747,13,1993
7790,6,2009
888,4,1981
9187,23,2006
8194,14,1990
3036,23,2017
216,19,1977
8721,18,1972
5628,3,1997
4968,22,1971
4289,15,2010
7551,11,2020
8248,1,1981
1987,4,2015
7871,13,2018
6016,16,1984
9677,15,1998
6440,2,1998
8714,20,2007
8205,8,1996
7921,21,1983
1990,10,2018
3490,21,1999
4178,22,1988
9790,24,1974
7555,23,1989
9112,8,1988
1378,1,2019
4450,25,1993
9898,15,2020
76,21,2020
429,11,2000
6696,8,2018
6261,9,2017
1725,8,2013
1583,12,1998
5000,13,2001
255,23,1980
1747,9,1996
3935,17,1990
6438,15,2011
7117,19,2008
4905,3,2008
5470,25,2019
5771,6,1973
1353,18,1972
990,16,1996
2547,17,2001
1090,11,1998
8125,5,1973
5232,20,1975
5571,7,1987
3652,19,1982
4616,4,1996
7494,16,2015
924,25,1984
4729,4,2010
6063,6,1978
7910,6,2000
7758,14,2014
294,4,1985
9555,23,2013
3241,23,1982
9745,19,1989
8608,10,2019
6138,2,1978
8134,9,2013
6618,21,1981
8190,6,1987
5282,3,1977
8231,2,2004
5515,8,1994
1691,11,2007
1760,17,1988
1964,24,1979
3000,3,2011
6293,13,2007
3016,3,1977
4039,15,1990
5505,22,1992
1232,8,2003
7710,2,1988
1944,24,2008
944,15,1994
6513,18,2018
2373,2,2004
4057,13,1983
8343,14,1987
3099,11,2020
8959,16,1971
246,9,1997
4776,14,1981
7197,13,2001
5389,8,1999
4421,1,1972
3407,3,2010
4535,5,2017
9813,12,1986
2379,18,1991
2162,13,1977
2941,24,1999
6268,24,2020
318,18,2008
2134,24,2002
3718,20,2017
6382,11,1996
9522,12,1978
4389,1,1988
6749,16,2008
4325,22,1997
1637,13,2013
9723,21,1999
6871,9,1985
1684,18,2019
8381,2,1990
4976,7,1993
4922,8,2014
3360,19,1980
33,7,1994
5141,10,2007
3745,18,2015
6449,22,1982
3874,9,2013
374,9,1989
6010,12,1981
2594,2,2004
1223,9,1997
4001,21,1978
911,13,2013
7092,12,1974
3471,23,1973
582,15,1993
6021,4,1987
7629,17,1973
8685,23,1997
960,24,1972
9453,3,1992
6322,4,1980
4872,3,1992
6178,21,2000
1540,6,2000
5766,13,2014
1503,10,1982
5027,24,1974
1505,19,2019
8197,20,2010
190,12,2018
1941,12,1985
7085,25,1981
2850,19,2012
3212,18,1977
2966,24,1971
9860,7,2018
8362,18,1990
740,19,1981
8802,7,2003
9912,14,2001
7814,25,1999
4945,12,1985
4863,25,1972
6843,11,1988
9689,11,1987
8240,8,1992
5132,12,1980
4153,4,2004
6683,25,1985
3613,7,1987
7759,17,2018
2013,10,1971
193,4,2007
4804,20,2010
575,17,1989
7732,8,1983
5364,17,1978
4771,12,1977
2485,14,1979
2961,3,1982
9639,7,2011
4735,7,2014
5761,24,1976
2724,19,2002
1619,6,2017
9829,22,1984
7654,25,1985
9379,15,2010
9752,21,2011
2015,20,2017
6594,8,1977
4609,14,1986
9749,3,2012
2871,8,1976
6869,2,1994
200,3,1979
8962,10,2003
1522,10,1994
3050,3,2003
6591,5,1985
4361,8,1998
4631,10,2009
632,21,1993
202,15,2020
9798,25,1994
6617,8,1990
2856,16,2001
5170,19,1988
2967,20,1974
4766,18,2003
8073,19,2013
7205,1,1977
1245,17,2011
3533,10,2016
4027,3,1975
6612,14,1972
7497,19,1997
2255,19,1987
105,20,1983
6169,2,1995
5313,12,1981
1372,10,1982
4404,8,2016
8136,25,2009
4197,10,2010
33,14,2000
620,25,1983
5920,17,2020
7870,12,2002
5300,16,1998
80,5,1984
862,6,1999
2897,24,2012
6370,23,2005
6525,15,2015
78,25,1999
1992,10,1977
4040,25,2015
846,18,1993
8519,17,1990
1198,16,1990
6482,1,1991
9511,6,1984
872,10,1989
4263,25,2016
159,19,2002
7318,8,1984
5797,22,1979
8542,16,1981
7893,24,1972
3585,15,2003
6184,13,1975
7633,1,2007
4588,23,1988
7727,7,1996
459,5,2015
4076,23,2003
3297,7,1972
1817,9,1991
8044,2,1991
9844,22,1977
650,19,2007
4314,10,1991
9706,21,1995
4879,13,1988
3023,23,2006
8061,10,1972
2238,13,1993
2003,22,2006
8601,7,1984
4980,25,2009
2142,8,2020
6381,15,2008
8303,13,2007
8633,9,1971
1429,6,1985
7001,25,1981
8104,22,1988
9279,10,1976
1512,18,2017
3187,15,1993
6682,25,2009
4961,22,2008
8371,20,1988
9103,12,1981
3153,14,1999
7118,21,1979
6524,5,1976
6712,12,2001
667,7,1982
7650,16,2008
5212,16,1991
6538,13,2006
8685,15,2017
1533,9,1997
4597,21,1982
621,21,2004
1932,15,2009
6637,21,1975
294,16,1975
7100,15,2019
5142,22,1995
6314,13,1985
1845,5,1971
1722,17,2000
1425,15,1986
9298,20,2014
7579,16,1978
7397,21,2010
7692,4,1986
6934,10,2010
960,21,1972
598,1,1982
6744,11,2008
6729,8,1973
1814,14,2010
370,11,1981
2044,5,2005
8974,6,2006
3197,5,1974
1185,11,2006
2973,9,1993
3323,20,1975
6299,22,1980
5479,18,2006
8258,19,1984
8834,7,1988
4400,12,1973
9153,11,1994
9563,10,1985
7511,1,1983
1556,2,2002
2492,1,2010
3334,17,2011
1581,16,2019
3643,8,2009
2821,3,2018
9770,8,1990
68,20,2001
7817,16,1975
681,22,1982
7687,16,1987
4312,7,1991
1849,14,1996
2491,10,2002
8893,5,1991
5333,9,2009
8480,9,2004
3353,15,1975
6145,24,1999
4614,11,1998
6346,12,1991
8959,6,2012
9820,5,2016
7524,14,1987
6670,5,1979
2159,3,2013
7200,10,1987
8920,7,2008
3963,18,2016
695,3,2019
4956,4,1997
9320,12,1992
426,19,2016
9853,13,1983
2410,16,2012
3168,23,1973
3608,18,2007
2022,23,2019
9151,3,1987
6839,1,2016
7777,23,1986
3155,17,2002
6099,5,1983
5755,22,1986
2678,7,1996
2928,2,1981
2548,16,1988
2139,10,2020
1135,25,1994
9625,17,2008
834,10,2019
3508,3,1974
6201,1,2015
3885,4,2003
5577,16,1972
5552,2,1985
2904,23,1972
6389,12,2004
8514,15,2007
249,12,2016
342,17,2019
7652,21,1992
1285,24,1986
1413,19,1997
1336,13,1979
2875,12,2004
3198,20,1997
9204,19,1980
7798,1,2001
2073,3,2007
5875,6,1993
35,11,1984
7635,14,1983
147,10,2019
3570,8,2015
1143,24,1993
2900,11,1988
4351,8,1973
3660,7,2010
2877,2,1981
3695,2,2006
3814,13,1992
1319,20,1997
3015,5,2014
7983,15,2009
8836,3,1977
4814,1,2001
8743,3,2008
2083,21,2020
7291,9,2006
9451,13,1986
8418,4,1999
1769,12,1984
7278,15,1993
8247,13,2003
3628,25,1992
1012,11,1999
9445,25,1994
8885,14,1987
8866,1,1998
4888,17,2017
9620,25,2017
2980,17,1979
29,14,2003
7045,13,1996
3487,3,1974
6690,14,1998
4161,4,2014
5666,7,2001
3958,25,1980
2108,11,1977
4471,11,2000
7709,10,1996
489,4,1987
5344,21,1980
2147,15,1983
9602,8,2020
9096,17,1978
531,10,1996
9821,4,1991
7549,5,2005
747,4,1992
8489,2,1986
5515,7,1992
8001,6,1976
9919,21,1981
9530,19,1998
9018,5,2007
735,25,2003
4311,16,2018
8546,20,1980
6327,5,1971
8143,25,1990
7249,4,1995
8414,22,2018
7849,2,1981
2817,21,1993
4729,13,2016
6429,23,2010
9803,17,2004
7545,13,1977
5099,2,2007
9795,21,2004
5693,9,1975
1508,16,1988
5179,3,2006
178,5,2003
1391,6,1978
3795,15,2020
8674,10,1991
8055,20,1993
488,4,2008
6491,19,1998
6476,18,1971
5234,15,1995
3927,1,2010
2743,24,1989
4077,20,2009
4499,1,1977
1682,17,2004
8151,14,2013
7572,9,1971
5968,21,1985
9834,21,2017
1813,2,1981
1282,3,2003
3111,2,1988
2660,3,1972
1285,19,2005
3174,1,1991
6711,7,2008
3641,1,2004
9272,18,1988
2,17,1992
5478,20,1985
2505,15,2007
5515,10,2019
8197,10,1994
3984,20,2011
1834,9,1980
933,12,2002
1663,10,1984
4381,11,2016
9381,12,2018
5554,13,1994
5134,9,1981
7878,2,1997
7107,24,1987
9774,8,1972
9704,20,2009
9310,14,1986
1171,4,1996
4377,16,2020
3606,9,1999
3262,21,1980
4257,14,1990
7578,14,2012
6143,1,2009
9062,15,2001
3065,2,1998
8092,10,1987
6625,11,1971
9560,21,1989
2983,10,2007
9981,2,1992
1708,9,1978
8038,23,1971
9939,4,1971
3037,13,2005
2291,22,1972
6799,12,2001
3812,22,2016
1605,15,2012
5736,6,1980
7091,2,1980
5882,1,2002
1752,23,1982
3554,11,2005
8586,17,1987
6161,8,1985
2336,10,1989
1395,19,2013
7535,2,1994
7118,9,2001
7114,1,1977
3576,12,2002
3062,4,1982
8075,21,1998
4124,22,1996
3356,24,2002
7546,9,2002
5392,10,1989
456,10,1985
2028,2,2007
5638,25,2019
32,23,1975
1976,11,1998
8705,24,2003
7973,5,1999
388,21,1989
3627,8,1994
5769,6,2013
2181,13,2001
4039,1,1977
8130,20,1997
5488,14,2002
3453,14,2012
8843,23,1991
8457,2,1975
6040,16,1977
8601,19,1983
5092,14,2019
1915,23,1979
8386,15,1980
2510,1,1977
6736,18,2013
5598,15,1982
7070,15,1993
8623,15,1993
1364,22,2005
7191,16,2012
3979,18,2010
5882,12,1990
5837,3,2005
4380,8,1980
642,13,2007
3074,10,1986
7351,22,2006
7406,1,1980
1050,6,1999
5036,24,1976
4126,23,1988
6585,18,1987
4881,19,1982
4683,7,2012
6255,8,2005
9331,2,1993
749,2,1983
305,6,1987
8592,22,1971
8,5,2010
8548,22,1981
6741,7,2003
4539,23,1982
4615,3,1977
4838,5,1971
1152,16,2003
4307,9,2008
7537,25,2008
4645,19,1986
2165,14,1977
3994,17,2004
5098,9,2002
397,23,2018
8887,1,2018
1122,2,2007
4095,21,2003
6689,23,2000
8848,15,1976
9035,1,2017
3036,1,2003
3802,5,2019
5520,13,2008
5547,12,1976
7579,6,2003
4429,17,1971
5264,15,1994
3532,2,1972
9591,2,2003
6438,5,1995
7899,16,2006
5625,11,1993
6318,13,2001
3917,5,1991
4580,2,1979
2525,9,1992
3109,13,1981
6808,11,2014
6723,6,1981
2169,6,2001
5762,15,1973
5327,8,1984
885,1,1992
6540,23,1993
4313,11,1979
649,25,1992
3472,16,2016
3299,11,1981
5124,14,1984
8803,1,2020
3970,10,2002
9910,16,1986
743,14,2006
4055,24,2017
9778,22,1990
4692,6,2000
3337,23,2001
6048,24,2020
9832,17,2005
1986,9,1995
9248,5,1988
1342,3,2009
8464,23,1988
7275,7,2007
8033,24,2020
9390,15,1986
5960,5,2008
5345,25,1974
674,3,1980
9613,19,1970
4231,22,2005
7916,19,1997
5754,25,1971
4557,8,1992
5075,25,1974
6295,10,1983
6547,4,1973
9102,12,2009
9168,12,2005
9195,4,1998
2089,22,2006
7631,24,1976
8465,22,1986
4514,11,2018
3764,16,2007
1507,1,1981
2735,7,1987
9834,5,2004
8356,16,1989
765,6,1973
6939,24,1981
612,11,1975
6251,20,1980
8650,21,1975
4842,15,1989
3925,18,1996
3653,2,1974
9472,24,1982
6331,21,2011
44,24,1972
6186,11,1978
4459,1,1978
2177,20,2016
9728,18,2003
2730,11,1972
4717,17,1994
4899,22,1974
7653,15,1974
2735,21,1985
5013,14,2018
1948,7,1994
9459,2,2011
3838,21,2010
5459,8,2011
8651,9,1981
7971,4,1998
775,1,2011
8589,9,1995
9728,24,1976
6968,24,1997
9386,9,1996
8579,9,2013
6032,21,2008
1006,8,1984
3221,1,1993
7578,6,2013
1821,22,1982
3764,1,2007
494,24,1994
5180,1,1987
9382,4,1977
4493,21,2019
2903,11,2008
9192,14,2019
5860,20,1998
4602,8,1973
9325,19,1989
192,1,1997
685,5,1974
51,14,2017
8422,7,2005
1002,25,2003
2345,4,2001
4129,25,1999
9980,16,1981
7225,25,1989
1001,11,2010
3241,6,1990
4347,8,1978
7138,22,2005
7769,17,2008
4111,1,1995
9030,6,1981
4336,4,1971
1954,25,1981
9819,25,1994
4787,20,2002
3490,22,2001
9672,4,2004
5887,25,1989
244,1,2007
6490,23,1982
2215,16,1994
1667,4,2008
1102,8,1973
6780,8,2014
7336,17,2003
7240,4,1973
4519,11,1983
3648,3,1995
4033,16,2014
1655,24,2017
5759,20,2018
4718,9,1994
6984,23,1971
8774,5,2012
3435,4,1986
2205,17,1990
3660,16,2020
4249,17,1995
8709,11,1997
5178,12,1979
768,1,1977
5350,14,2003
2966,4,1984
5504,24,2005
5141,19,2007
6882,5,2015
2722,20,1994
8551,1,2003
7714,10,2020
3831,12,1978
1075,15,2020
7234,20,1975
9923,15,2016
3635,8,2004
201,14,2004
670,2,2008
2418,3,1998
6872,13,1986
7100,24,1972
9382,18,2007
9691,2,2017
4026,7,1997
8910,4,1984
5133,12,2011
4030,16,2020
1468,8,2016
4671,1,1995
9597,7,1982
8450,19,1972
6463,4,1977
4936,10,2002
812,12,1985
8476,10,1988
7512,12,1972
7208,3,1972
4314,22,2003
5880,4,1980
2381,22,1990
9583,8,1974
6107,9,2004
3717,6,1984
6966,18,1986
9604,20,1990
3333,6,1978
3976,22,2006
486,5,1990
2958,17,2001
3423,19,1988
6983,22,1995
6918,8,2001
8867,9,2018
9877,14,2004
9690,14,1995
6107,6,2016
3448,3,1982
6060,8,2018
9904,17,2011
6957,21,1983
4860,4,1972
2942,21,1981
697,17,2000
2357,23,1985
4909,15,1986
8631,20,1984
640,6,1972
7313,1,2004
8343,9,1996
1476,20,2003
2229,21,1978
1586,21,2015
5139,5,1973
8917,18,1988
8781,18,2020
6909,3,2009
5853,8,2010
4093,12,1993
2794,22,2000
2383,25,1977
6952,17,1988
8991,4,2004
1740,5,1973
9870,1,1990
258,25,1996
3944,2,2007
5391,13,1997
7492,13,1981
6494,9,1996
3327,21,2013
4028,7,1989
9897,15,2010
6079,5,1972
6694,3,1984
6536,2,1992
7606,1,1974
9886,13,2003
3539,5,1978
3489,6,1985
8384,17,2018
1840,5,1971
9060,6,2020
8166,5,2012
1406,25,1997
6119,11,1975
595,19,1995
7819,14,2019
4411,6,2004
6792,25,1978
9481,12,1993
9521,24,2000
8756,21,1995
1594,25,2014
1234,2,1986
8671,14,2012
6614,5,2013
3123,7,2006
987,12,1995
9884,2,2014
1104,22,2007
300,14,1998
8039,7,1975
23,15,1992
3908,17,2000
2265,6,1979
7843,5,1971
9309,13,2000
5323,1,1985
3697,7,2013
5417,5,1981
9399,8,1987
8099,21,2017
4662,5,2018
8756,7,1972
3172,9,2010
872,16,1971
5176,19,2015
3650,23,2017
1885,4,2006
5266,19,1975
7813,6,2001
3817,13,2013
1761,18,2020
6544,8,2003
4703,8,2005
8452,17,2010
531,11,2018
6278,8,1974
2270,22,1999
842,2,1987
145,24,2001
6482,2,1987
150,13,1991
5292,9,1995
3622,18,1983
1355,18,1980
8026,7,2009
3656,23,1973
3871,18,2005
4056,25,2018
4179,7,1980
9905,12,1976
1996,18,2000
3250,16,1974
2371,23,1980
3505,7,1977
571,24,1999
3786,8,1973
9925,17,1973
2871,4,1984
4958,8,1993
9871,19,2013
5135,25,1978
9656,2,2005
4726,11,1979
9384,11,2015
2594,1,2014
9024,25,1995
9089,10,1990
6697,2,2016
3609,8,1990
6086,3,1986
1378,4,2015
5613,17,2006
2080,12,1980
4015,16,2010
7206,13,2017
7149,15,1995
3185,1,2003
7882,24,2015
8786,4,2001
8973,3,1988
2117,15,1988
5917,25,2019
6033,8,1977
8768,25,2010
8670,5,1992
6125,3,1976
2519,2,2010
4042,4,1977
2174,19,1972
8888,8,1999
3376,2,1981
2972,21,2010
5754,11,2002
6101,23,1999
2067,3,2007
5022,2,1987
3279,21,1978
9120,3,1981
614,6,1975
8668,4,1999
8485,21,1971
8789,12,1984
8654,11,1974
7068,23,1990
29,18,1974
5183,10,1988
5367,20,2012
4134,5,2008
5278,2,2007
7017,12,2005
3755,2,1996
8188,12,1996
2196,5,2020
9216,7,1992
3583,19,1983
5754,5,1982
3351,21,1980
4848,17,2012
5346,2,1996
8078,1,1984
6192,16,2015
5269,2,1985
5182,20,2006
1222,25,2008
9468,13,2002
9778,14,2000
2328,20,2017
5619,8,1994
3283,19,1998
166,7,1988
3096,7,1991
4953,16,2009
1044,14,1977
4384,6,1993
6482,18,2016
9546,24,1993
6472,25,2017
4586,3,2018
1899,3,2004
3850,1,2007
6328,17,1993
6405,12,1972
8954,24,2015
3927,5,2001
2608,13,2016
3070,25,1987
8139,8,2000
3223,5,1988
655,1,1975
9792,11,2019
4223,5,2002
7307,4,1986
982,12,1989
5211,3,2000
8187,3,1987
5416,13,1979
3896,9,1987
273,24,2013
4837,11,2007
7074,3,1993
7149,24,2016
9210,19,1976
4394,6,1999
3064,16,2004
3871,2,1999
5018,15,1992
7279,21,1985
1700,22,1993
7456,22,1976
5433,22,2013
6868,7,2010
5088,8,2013
1134,18,2016
5097,11,2017
725,21,2012
3566,14,2019
1967,6,1976
5600,19,2000
2194,8,1980
7506,11,2019
9656,7,1973
2112,13,1992
1361,14,2018
2748,6,1980
8661,19,2003
8066,15,2018
3825,2,2003
7543,3,2015
3114,20,1987
6638,11,2001
9856,18,1975
8835,18,2019
6902,25,2013
6677,2,1996
62,22,2010
4565,25,1999
6120,18,2003
3801,19,2009
6053,14,2005
5635,2,1975
1746,2,1985
7000,21,1972
3795,7,1976
3614,1,2005
3142,19,1975
523,12,1973
952,5,1986
3032,5,2003
5597,12,2011
4001,6,2012
5855,6,2001
9646,15,1985
8441,15,1993
3534,2,1979
7476,24,1978
9049,5,1983
4142,24,2009
356,21,2020
7506,24,1977
9337,23,2020
2642,18,1974
1147,18,1992
8538,15,1985
3489,4,1991
4363,11,2014
4647,13,2002
2943,23,2006
989,15,1993
4993,1,2017
9820,21,1990
1470,23,1987
9367,4,1987
4854,1,1975
2226,1,2000
9032,9,1991
6243,6,2010
8480,15,1985
7957,3,2019
4856,17,2002
9680,22,1997
3040,13,2009
9864,5,1992
8658,20,2009
8080,14,2019
2125,8,1977
1740,12,1998
6921,13,1993
9281,8,1990
6255,6,2017
4466,21,1982
4708,24,1996
8523,5,1999
3710,9,1971
3417,10,2000
9862,14,2001
2832,5,1976
9917,3,1979
2334,25,1988
5051,2,2009
4678,24,2000
7152,12,1998
3142,9,1983
8400,7,1995
1966,1,1976
7648,23,1988
7670,10,1979
5086,4,1972
7507,9,1978
502,17,1987
6687,23,2011
9686,2,1982
5759,12,1986
307,22,2008
89,16,1991
1879,22,1978
8809,8,1991
7573,13,1975
3587,7,2003
4810,21,1972
8705,23,1977
2054,10,1986
1154,5,1998
8032,22,1991
8874,19,1980
8323,17,1992
7118,25,1984
9299,24,1998
5404,20,1995
5606,15,2016
6806,24,1976
2168,5,2001
3319,3,2007
7173,16,1988
7832,13,2013
2438,16,1992
7880,22,1987
4707,24,1980
893,22,1991
4220,23,2000
3585,10,1984
1786,11,1989
5282,21,2007
482,1,1973
2443,19,1980
5678,23,1996
4045,13,1980
1270,4,2014
5919,15,2020
2500,9,1987
7275,23,2020
6911,20,2002
4145,23,1998
4381,16,2019
346,1,1984
6609,6,2012
2740,21,1987
1155,19,1980
7784,15,2001
365,17,2015
6154,14,1975
9913,6,1983
6100,9,1991
790,7,1986
4,10,1987
3044,24,1982
8897,23,1971
9677,14,2007
2101,9,2014
4280,2,1975
8696,7,2016
2669,1,2000
9425,4,2009
1753,20,2013
109,12,1981
6098,12,1981
8378,24,2016
5267,3,1990
7754,14,1998
6934,16,2019
1216,15,1987
2767,19,1998
5522,18,2007
900,18,1977
3664,9,2020
9841,9,2012
4193,16,2017
9760,14,1998
3078,12,1991
2571,18,2007
1956,4,1996
3098,10,1973
3504,12,2013
4802,25,1988
7266,18,1997
8961,24,1987
5092,16,1975
1739,13,2018
8031,19,1978
4903,1,1984
3710,5,2019
142,9,2007
3893,13,1986
2681,8,2006
7099,14,2001
6208,5,2002
7852,17,2001
1613,11,1971
9421,4,2002
5698,4,1976
8763,2,2013
9700,20,2016
833,24,1977
4175,21,1979
8176,4,2016
1222,17,1993
4357,20,2015
3573,9,1993
5570,16,1995
7446,20,1992
6254,16,1971
8931,25,1998
1754,21,1997
4509,5,1978
8305,19,1971
1165,5,2010
1393,1,2001
3530,13,1988
7671,18,2006
4867,7,2000
7306,18,1994
9079,5,1975
7844,10,2011
2968,16,1995
2912,11,1987
3199,18,2019
7393,2,1986
6108,25,1993
8826,20,1997
3228,15,2018
6215,13,2013
2301,20,2009
7804,13,1975
372,6,1973
7383,23,1973
2978,20,1995
5018,4,2013
490,21,1987
3734,11,1998
6926,1,2011
8288,14,1984
8506,18,2019
7059,9,2012
6648,13,2003
8063,5,2014
1893,19,1975
9767,15,2016
5402,14,1985
5538,12,1987
6790,14,1998
5472,23,1996
502,24,2003
5547,24,2011
5672,24,1989
6930,6,1977
4195,4,2017
7933,4,2018
6026,5,1974
4368,22,2012
6749,5,1993
2269,3,1983
2792,1,1984
3328,13,2002
7936,17,2011
1685,7,2018
9128,10,1995
2672,2,1996
6784,23,1977
2407,15,1991
4015,21,1984
6969,24,1980
905,23,2015
4303,15,2003
2860,12,2014
777,13,2011
9475,18,2010
1661,13,1992
4139,12,1970
9976,9,1984
3788,3,1985
7840,17,1997
3279,17,1984
7123,24,2019
5956,6,1993
5080,6,2001
9256,24,1971
3877,16,1998
7026,20,1987
9768,18,1983
5809,18,2017
4813,19,1999
9015,25,2015
2681,25,1975
4517,8,2005
7515,22,1987
2345,9,1993
4780,2,2007
5477,1,2010
4947,22,1992
8793,6,1997
4524,10,1991
8861,25,2012
1237,11,1981
8178,21,1987
3505,4,1996
7571,7,1984
7072,8,1984
9130,13,1988
2757,19,1986
6026,9,1975
10000,12,1992
5148,4,1974
6695,10,1999
9416,16,2015
5523,6,2020
658,14,2008
9114,25,1990
1777,13,2000
9973,8,2018
3201,12,1976
3056,4,1997
2210,13,2012
7026,13,2001
7834,20,1974
3587,6,2020
5207,5,1994
8827,18,1988
1301,1,2000
5986,20,1972
1328,21,1972
8765,7,1988
7933,10,1995
622,3,1972
4384,21,1989
3089,1,1980
1148,17,2006
3136,10,1983
378,1,2016
9977,20,1999
8600,12,1983
9233,21,2002
7644,2,1983
9480,17,2002
8985,16,1973
787,24,2003
1261,13,1987
6502,4,2002
8362,19,2012
4620,5,1979
3931,14,1997
5097,24,2000
8447,9,1989
6696,24,1986
3902,21,1978
7330,23,1995
5550,10,2015
1337,8,1983
2453,3,1996
7437,19,1975
9040,11,1979
5130,24,1980
8988,16,2016
513,7,1988
3489,16,2009
8364,3,2010
7335,10,2020
4579,2,2000
5481,5,1987
9018,22,2009
3654,22,2018
4343,24,1972
1938,18,1989
6084,3,2013
9558,25,1980
4596,12,2019
1543,19,2004
7425,23,2016
2092,17,2004
5212,11,2001
4725,16,1972
9340,2,1976
9852,9,2019
6224,23,1987
6007,7,1996
3790,23,2013
8316,8,2009
8819,8,2016
1565,21,1998
7366,9,1984
3531,13,2017
7250,9,2005
7397,12,1985
8161,25,2000
2624,17,1974
7849,1,1992
7915,2,2011
79,2,1992
2039,21,2012
2478,23,1993
3507,1,2020
3401,7,2011
1000,7,1998
9042,15,1992
3126,6,2000
9179,1,2011
7143,17,1996
643,23,1973
6619,7,2017
349,20,2017
9507,3,1981
1763,13,2009
6731,24,2018
8399,24,2011
7788,9,1988
3701,21,2017
5469,19,1978
7738,11,1986
6974,9,1999
1481,8,2018
5895,14,2004
8715,12,2001
4437,23,1992
2595,3,1990
6287,16,1981
1360,12,2004
